filename,nose_x,nose_y,nose_score,left_shoulder_x,left_shoulder_y,left_shoulder_score,right_shoulder_x,right_shoulder_y,right_shoulder_score,left_elbow_x,left_elbow_y,left_elbow_score,right_elbow_x,right_elbow_y,right_elbow_score,left_wrist_x,left_wrist_y,left_wrist_score,right_wrist_x,right_wrist_y,right_wrist_score,left_hip_x,left_hip_y,left_hip_score,right_hip_x,right_hip_y,right_hip_score,left_knee_x,left_knee_y,left_knee_score,right_knee_x,right_knee_y,right_knee_score,left_ankle_x,left_ankle_y,left_ankle_score,right_ankle_x,right_ankle_y,right_ankle_score,class_no,class_name
/Users/balkiratpadda/Documents/Winter 2023/Capstone/Yoga_poses_3D/trees/tree_test_train/train//good/IMG_3288 (1).PNG,0.5202919244766235,0.339647114276886,0.999625563621521,0.623934268951416,0.39448845386505127,0.9999489784240723,0.4265386462211609,0.3907356262207031,0.9999545812606812,0.6492210030555725,0.4576103687286377,0.8283119201660156,0.42125701904296875,0.45063403248786926,0.7713455557823181,0.5654413104057312,0.4135205149650574,0.9246869087219238,0.5230972170829773,0.41365665197372437,0.9018377661705017,0.5904759764671326,0.5143641233444214,0.9999924898147583,0.4811459183692932,0.5203623175621033,0.9999957084655762,0.7878977656364441,0.5482839941978455,0.9934462904930115,0.4737398624420166,0.6321954727172852,0.992316484451294,0.5893015265464783,0.6054765582084656,0.8730236291885376,0.47022804617881775,0.7337064146995544,0.9958727955818176,1,good
/Users/balkiratpadda/Documents/Winter 2023/Capstone/Yoga_poses_3D/trees/tree_test_train/train//good/IMG_3253.PNG,0.49187684059143066,0.34683576226234436,0.9998513460159302,0.561039388179779,0.4051970839500427,0.9999449253082275,0.3830038011074066,0.39609581232070923,0.999974250793457,0.5790814757347107,0.4645772874355316,0.8207651972770691,0.39872658252716064,0.45049047470092773,0.9460042119026184,0.5240564346313477,0.419032484292984,0.9350243210792542,0.5061469674110413,0.41547566652297974,0.9897900223731995,0.5390556454658508,0.5173202753067017,0.9999736547470093,0.4380364418029785,0.525650680065155,0.9999897480010986,0.7296819686889648,0.5487766265869141,0.9898228645324707,0.41832640767097473,0.6319005489349365,0.9939040541648865,0.499869167804718,0.581302285194397,0.7786298990249634,0.4070966839790344,0.7352771162986755,0.9955248832702637,1,good
/Users/balkiratpadda/Documents/Winter 2023/Capstone/Yoga_poses_3D/trees/tree_test_train/train//good/IMG_3247.PNG,0.4812858998775482,0.34525197744369507,0.9997827410697937,0.5712658166885376,0.4059526324272156,0.9999090433120728,0.38167497515678406,0.39808177947998047,0.9999485015869141,0.5795004963874817,0.46264946460723877,0.8267889618873596,0.3939647972583771,0.45219630002975464,0.8965151309967041,0.5114380717277527,0.4176119267940521,0.9166136384010315,0.49404746294021606,0.41451355814933777,0.9702956676483154,0.5405594706535339,0.518774688243866,0.9999797344207764,0.43756717443466187,0.5275676250457764,0.999991774559021,0.7286746501922607,0.5460377931594849,0.9910650849342346,0.42279624938964844,0.6351163983345032,0.9942187070846558,0.500337541103363,0.5829798579216003,0.7830834984779358,0.4121970534324646,0.7409743666648865,0.9959239959716797,1,good
/Users/balkiratpadda/Documents/Winter 2023/Capstone/Yoga_poses_3D/trees/tree_test_train/train//good/IMG_3359 (1).PNG,0.4614611566066742,0.3485158681869507,0.9998579025268555,0.5665298700332642,0.4012868404388428,0.9999810457229614,0.38729390501976013,0.402322918176651,0.9999749660491943,0.5973303914070129,0.46962133049964905,0.9219200015068054,0.3486954867839813,0.46556252241134644,0.8215353488922119,0.4970130920410156,0.43318891525268555,0.977867841720581,0.4450630843639374,0.4324284791946411,0.9655633568763733,0.5418139696121216,0.5222567319869995,0.9999914169311523,0.4297991991043091,0.5282299518585205,0.999995231628418,0.7346190810203552,0.5641066431999207,0.9952821135520935,0.41896653175354004,0.646522045135498,0.9956229329109192,0.5125706791877747,0.6299424767494202,0.933356523513794,0.4172190725803375,0.767782986164093,0.9982469081878662,1,good
/Users/balkiratpadda/Documents/Winter 2023/Capstone/Yoga_poses_3D/trees/tree_test_train/train//good/IMG_3290.PNG,0.5202919244766235,0.339647114276886,0.999625563621521,0.623934268951416,0.39448845386505127,0.9999489784240723,0.4265386462211609,0.3907356262207031,0.9999545812606812,0.6492210030555725,0.4576103687286377,0.8283119201660156,0.42125701904296875,0.45063403248786926,0.7713455557823181,0.5654413104057312,0.4135205149650574,0.9246869087219238,0.5230972170829773,0.41365665197372437,0.9018377661705017,0.5904759764671326,0.5143641233444214,0.9999924898147583,0.4811459183692932,0.5203623175621033,0.9999957084655762,0.7878977656364441,0.5482839941978455,0.9934462904930115,0.4737398624420166,0.6321954727172852,0.992316484451294,0.5893015265464783,0.6054765582084656,0.8730236291885376,0.47022804617881775,0.7337064146995544,0.9958727955818176,1,good
/Users/balkiratpadda/Documents/Winter 2023/Capstone/Yoga_poses_3D/trees/tree_test_train/train//good/IMG_3243 (1).PNG,0.4812858998775482,0.34525197744369507,0.9997827410697937,0.5712658166885376,0.4059526324272156,0.9999090433120728,0.38167497515678406,0.39808177947998047,0.9999485015869141,0.5795004963874817,0.46264946460723877,0.8267889618873596,0.3939647972583771,0.45219630002975464,0.8965151309967041,0.5114380717277527,0.4176119267940521,0.9166136384010315,0.49404746294021606,0.41451355814933777,0.9702956676483154,0.5405594706535339,0.518774688243866,0.9999797344207764,0.43756717443466187,0.5275676250457764,0.999991774559021,0.7286746501922607,0.5460377931594849,0.9910650849342346,0.42279624938964844,0.6351163983345032,0.9942187070846558,0.500337541103363,0.5829798579216003,0.7830834984779358,0.4121970534324646,0.7409743666648865,0.9959239959716797,1,good
/Users/balkiratpadda/Documents/Winter 2023/Capstone/Yoga_poses_3D/trees/tree_test_train/train//good/IMG_3441.PNG,0.4633781313896179,0.35138893127441406,0.9997981190681458,0.5661215782165527,0.4067847430706024,0.9999790191650391,0.3864479064941406,0.4097459614276886,0.9999767541885376,0.6023452281951904,0.4733704626560211,0.9450487494468689,0.34596312046051025,0.47595688700675964,0.8439469933509827,0.4869113564491272,0.4436938166618347,0.9884864091873169,0.4186619520187378,0.4488545060157776,0.9821977019309998,0.5422735810279846,0.5256592035293579,0.9999901056289673,0.433280885219574,0.5321483016014099,0.9999942779541016,0.7667548060417175,0.5483317375183105,0.9966716766357422,0.42548760771751404,0.6526313424110413,0.9954078793525696,0.5278511047363281,0.6104957461357117,0.9493969082832336,0.4244791269302368,0.7695003747940063,0.9987108707427979,1,good
/Users/balkiratpadda/Documents/Winter 2023/Capstone/Yoga_poses_3D/trees/tree_test_train/train//good/IMG_3327.PNG,0.4647982716560364,0.3524845540523529,0.9999042749404907,0.5607718825340271,0.40728259086608887,0.9999837875366211,0.3851799964904785,0.40447700023651123,0.9999819993972778,0.5936688184738159,0.4726811647415161,0.923281729221344,0.3474496006965637,0.46336260437965393,0.8252984881401062,0.5040654540061951,0.4297907054424286,0.981770932674408,0.4584628641605377,0.42955300211906433,0.9750321507453918,0.5376031994819641,0.5242343544960022,0.9999873638153076,0.4269716441631317,0.5295380353927612,0.9999934434890747,0.7370627522468567,0.5630429983139038,0.9932911396026611,0.41307616233825684,0.6458123326301575,0.9943007230758667,0.5096824765205383,0.6298031806945801,0.8789923191070557,0.4082507789134979,0.7681055068969727,0.9964337348937988,1,good
/Users/balkiratpadda/Documents/Winter 2023/Capstone/Yoga_poses_3D/trees/tree_test_train/train//good/IMG_3333.PNG,0.48242172598838806,0.34859710931777954,0.99988853931427,0.5493160486221313,0.40687471628189087,0.9999754428863525,0.3828315734863281,0.39692699909210205,0.9999685287475586,0.5847088694572449,0.4767318069934845,0.8853912949562073,0.3523332476615906,0.4584832191467285,0.8516274690628052,0.525793194770813,0.4297173321247101,0.9656025171279907,0.48081085085868835,0.4301759600639343,0.9559411406517029,0.5279781222343445,0.5250830054283142,0.9999860525131226,0.42120712995529175,0.5268827676773071,0.9999926090240479,0.7346848845481873,0.5701642632484436,0.9937845468521118,0.40193942189216614,0.6421947479248047,0.9960263967514038,0.49696841835975647,0.6305259466171265,0.8740851879119873,0.38999590277671814,0.7638230323791504,0.9966158270835876,1,good
/Users/balkiratpadda/Documents/Winter 2023/Capstone/Yoga_poses_3D/trees/tree_test_train/train//good/IMG_3455.PNG,0.4610331654548645,0.35820189118385315,0.9999147653579712,0.5579748153686523,0.41335803270339966,0.9999754428863525,0.37908583879470825,0.4105767607688904,0.9999743700027466,0.5873424410820007,0.4774521291255951,0.9562181234359741,0.3433298170566559,0.4705994129180908,0.9484787583351135,0.500717043876648,0.4460952877998352,0.9828581809997559,0.44629064202308655,0.4439275562763214,0.9828972220420837,0.5355952978134155,0.5256409645080566,0.9999879598617554,0.41891244053840637,0.5330066680908203,0.999994158744812,0.7259677052497864,0.5716633796691895,0.9962201714515686,0.41381990909576416,0.644377589225769,0.9963048696517944,0.5084515810012817,0.6289879679679871,0.8576521277427673,0.4079854488372803,0.7604371905326843,0.9977765679359436,1,good
